Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Map1lc3a	ENSMUST00000029128.3	microtubule-associated protein 1 light chain 3 alpha 	11761	1	1	0	0	1	mmu-miR-486a-3p				-0.63	-0.63	< 0.1
Mknk2	ENSMUST00000003433.6	MAP kinase-interacting serine/threonine kinase 2 	387	4	1	2	1	3	mmu-miR-486a-3p				-0.63	-0.89	< 0.1
Ciita	ENSMUST00000023147.6	class II transactivator 	91	2	1	1	0	0	mmu-miR-6954-5p				-0.63	-0.66	< 0.1
AU019823	ENSMUST00000131351.2	expressed sequence AU019823 	31	2	2	0	0	0	mmu-miR-486a-3p				-0.63	-0.66	< 0.1
Pdpk1	ENSMUST00000102927.4	3-phosphoinositide dependent protein kinase 1 	2919	2	1	1	0	1	mmu-miR-486a-3p				-0.62	-0.63	< 0.1
Apoa4	ENSMUST00000034585.6	apolipoprotein A-IV 	14995	1	1	0	0	0	mmu-miR-486a-3p				-0.62	-0.62	< 0.1
Gm19426	ENSMUST00000181711.1	predicted gene, 19426 	103	1	1	0	0	0	mmu-miR-486a-3p				-0.62	-0.76	< 0.1
Tub	ENSMUST00000033341.6	tubby candidate gene 	101	3	0	1	2	1	mmu-miR-486a-3p				-0.62	-0.62	< 0.1
Bmp7	ENSMUST00000009143.7	bone morphogenetic protein 7 	68	2	2	0	0	0	mmu-miR-6954-5p				-0.62	-0.66	< 0.1
D8Ertd82e	ENSMUST00000110492.1	DNA segment, Chr 8, ERATO Doi 82, expressed 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.62	-0.62	< 0.1
9030612E09Rik	ENSMUST00000053792.1	RIKEN cDNA 9030612E09 gene 	22	1	1	0	0	0	mmu-miR-6954-5p				-0.62	-0.62	< 0.1
Flnc	ENSMUST00000090474.5	filamin C, gamma 	8096	0	0	0	0	0	mmu-miR-486a-3p				-0.62	-0.62	< 0.1
Mfn2	ENSMUST00000105716.3	mitofusin 2 	10277	3	0	2	1	0	mmu-miR-6954-5p				-0.62	-0.62	< 0.1
Slco4a1	ENSMUST00000038259.7	solute carrier organic anion transporter family, member 4a1 	59	1	1	0	0	0	mmu-miR-486a-3p				-0.62	-0.62	< 0.1
Zbtb17	ENSMUST00000006377.7	zinc finger and BTB domain containing 17 	461	1	1	0	0	0	mmu-miR-486a-3p				-0.62	-0.62	< 0.1
Gprc5a	ENSMUST00000050104.7	G protein-coupled receptor, family C, group 5, member A 	642	2	1	0	1	0	mmu-miR-486a-3p				-0.61	-0.61	< 0.1
Trh	ENSMUST00000006046.4	thyrotropin releasing hormone 	9	1	1	0	0	0	mmu-miR-486a-3p				-0.61	-0.61	< 0.1
Zc3h14	ENSMUST00000110105.3	zinc finger CCCH type containing 14 	1510	1	1	0	0	0	mmu-miR-486a-3p				-0.61	-0.62	< 0.1
Gm5132	ENSMUST00000105137.3	predicted gene 5132 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.61	-0.61	< 0.1
Syvn1	ENSMUST00000138532.2	synovial apoptosis inhibitor 1, synoviolin 	1040	2	0	1	1	2	mmu-miR-6954-5p				-0.61	-0.61	< 0.1
1700012L04Rik	ENSMUST00000073949.3	RIKEN cDNA 1700012L04 gene 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.61	-0.61	< 0.1
Gm14501	ENSMUST00000178196.2	predicted gene 14501 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.61	-0.61	< 0.1
Mrps36	ENSMUST00000109333.2	mitochondrial ribosomal protein S36 	60	1	1	0	0	0	mmu-miR-486a-3p				-0.61	-0.61	< 0.1
Gm14479	ENSMUST00000179004.1	predicted gene 14479 	0	1	1	0	0	0	mmu-miR-486a-3p				-0.61	-0.61	< 0.1
Clec4n	ENSMUST00000112554.3	C-type lectin domain family 4, member n 	82	1	1	0	0	0	mmu-miR-6954-5p				-0.61	-0.61	< 0.1
Gm17334	ENSMUST00000170390.1	predicted gene, 17334 	6	1	1	0	0	0	mmu-miR-486a-3p				-0.61	-0.61	< 0.1
Tcn2	ENSMUST00000109993.3	transcobalamin 2 	355	1	1	0	0	1	mmu-miR-486a-3p				-0.61	-0.61	< 0.1
Dab2	ENSMUST00000110664.3	disabled 2, mitogen-responsive phosphoprotein 	2433	1	1	0	0	1	mmu-miR-486a-3p				-0.60	-0.61	< 0.1
Alox12e	ENSMUST00000019051.2	arachidonate lipoxygenase, epidermal 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.60	-0.60	< 0.1
Rgma	ENSMUST00000094312.6	repulsive guidance molecule family member A 	540	4	0	4	0	1	mmu-miR-6954-5p				-0.60	-0.67	< 0.1
Gnb3	ENSMUST00000024206.5	guanine nucleotide binding protein (G protein), beta 3 	31	1	1	0	0	1	mmu-miR-6954-5p				-0.60	-0.60	< 0.1
Tmem63b	ENSMUST00000113523.3	transmembrane protein 63b 	2201	2	0	2	0	0	mmu-miR-6954-5p				-0.60	-0.60	< 0.1
Il2rb	ENSMUST00000089398.2	interleukin 2 receptor, beta chain 	19	2	1	1	0	0	mmu-miR-486a-3p				-0.60	-0.60	< 0.1
Smim1	ENSMUST00000182191.2	small integral membrane protein 1 	940	1	1	0	0	2	mmu-miR-486a-3p				-0.60	-0.70	< 0.1
4933434E20Rik	ENSMUST00000160640.2	RIKEN cDNA 4933434E20 gene 	3275	1	1	0	0	1	mmu-miR-486a-3p				-0.60	-0.64	< 0.1
Tmem132e	ENSMUST00000054245.5	transmembrane protein 132E 	23	2	1	1	0	1	mmu-miR-6954-5p				-0.60	-0.60	< 0.1
Col26a1	ENSMUST00000057497.7	collagen, type XXVI, alpha 1 	8	2	1	1	0	2	mmu-miR-6954-5p				-0.60	-0.60	< 0.1
Tmem26	ENSMUST00000080995.6	transmembrane protein 26 	77	2	1	0	1	10	mmu-miR-486a-3p				-0.60	-0.61	< 0.1
Mrpl4	ENSMUST00000003386.5	mitochondrial ribosomal protein L4 	318	1	1	0	0	0	mmu-miR-486a-3p				-0.60	-0.60	< 0.1
Dusp7	ENSMUST00000172306.2	dual specificity phosphatase 7 	393	2	1	1	0	0	mmu-miR-6954-5p				-0.60	-0.60	< 0.1
Per1	ENSMUST00000021271.8	period circadian clock 1 	365	2	1	1	0	0	mmu-miR-6954-5p				-0.60	-0.60	< 0.1
1700055N04Rik	ENSMUST00000179433.2	RIKEN cDNA 1700055N04 gene 	21	2	1	1	0	0	mmu-miR-486a-3p				-0.60	-0.67	< 0.1
Fbp1	ENSMUST00000092888.5	fructose bisphosphatase 1 	32319	3	1	0	2	1	mmu-miR-486a-3p				-0.59	-0.98	< 0.1
Chst15	ENSMUST00000077472.4	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15 	372	2	1	1	0	0	mmu-miR-486a-3p				-0.59	-0.62	< 0.1
Slc25a26	ENSMUST00000061118.8	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26 	859	2	1	0	1	0	mmu-miR-486a-3p				-0.59	-0.64	< 0.1
Sp7	ENSMUST00000078508.5	Sp7 transcription factor 7 	5	2	0	2	0	3	mmu-miR-6954-5p				-0.59	-0.59	< 0.1
Xpo6	ENSMUST00000168189.2	exportin 6 	194	2	1	1	0	1	mmu-miR-486a-3p				-0.59	-0.59	< 0.1
Zfp319	ENSMUST00000057717.6	zinc finger protein 319 	157	2	1	0	1	1	mmu-miR-486a-3p				-0.59	-0.59	< 0.1
Mapre3	ENSMUST00000031058.9	microtubule-associated protein, RP/EB family, member 3 	653	2	1	0	1	1	mmu-miR-6954-5p				-0.59	-0.66	< 0.1
Hcn2	ENSMUST00000099513.2	hyperpolarization-activated, cyclic nucleotide-gated K+ 2 	34	2	1	1	0	1	mmu-miR-6954-5p				-0.59	-0.59	< 0.1
Usp39	ENSMUST00000070345.3	ubiquitin specific peptidase 39 	3206	1	1	0	0	0	mmu-miR-486a-3p				-0.59	-0.64	< 0.1
Tmem145	ENSMUST00000108409.1	transmembrane protein 145 	15	2	1	1	0	0	mmu-miR-6954-5p				-0.58	-0.58	< 0.1
Ccdc64b	ENSMUST00000062967.8	coiled-coil domain containing 64B 	25	3	1	0	2	0	mmu-miR-486a-3p				-0.58	-0.63	< 0.1
Fbxl14	ENSMUST00000032094.6	F-box and leucine-rich repeat protein 14 	113	4	0	1	3	0	mmu-miR-486a-3p				-0.58	-0.70	< 0.1
Gdi1	ENSMUST00000015435.5	guanosine diphosphate (GDP) dissociation inhibitor 1 	9	1	1	0	0	0	mmu-miR-486a-3p				-0.58	-0.58	< 0.1
Grin1	ENSMUST00000114310.4	glutamate receptor, ionotropic, NMDA1 (zeta 1) 	7	3	1	2	0	1	mmu-miR-6954-5p				-0.58	-0.58	< 0.1
Thbd	ENSMUST00000099270.4	thrombomodulin 	5337	2	1	1	0	0	mmu-miR-6954-5p				-0.58	-0.59	< 0.1
Slc6a9	ENSMUST00000030269.8	solute carrier family 6 (neurotransmitter transporter, glycine), member 9 	812	2	2	0	0	0	mmu-miR-486a-3p				-0.58	-0.60	< 0.1
Timm44	ENSMUST00000003029.8	translocase of inner mitochondrial membrane 44 	800	1	1	0	0	0	mmu-miR-486a-3p				-0.58	-0.58	< 0.1
4930596D02Rik	ENSMUST00000043266.6	RIKEN cDNA 4930596D02 gene 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.58	-0.58	< 0.1
Sox12	ENSMUST00000182625.1	SRY (sex determining region Y)-box 12 	2247	3	2	1	0	1	mmu-miR-486a-3p				-0.58	-0.80	< 0.1
Gm5382	ENSMUST00000079952.3	predicted gene 5382 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.58	-0.58	< 0.1
4930402H24Rik	ENSMUST00000044766.9	RIKEN cDNA 4930402H24 gene 	2877	3	1	2	0	0	mmu-miR-6954-5p				-0.58	-0.58	< 0.1
Tcf7l1	ENSMUST00000069536.6	transcription factor 7 like 1 (T cell specific, HMG box) 	185	2	0	2	0	0	mmu-miR-6954-5p				-0.57	-0.59	< 0.1
Fbxo41	ENSMUST00000159062.2	F-box protein 41 	5	2	1	1	0	1	mmu-miR-6954-5p				-0.57	-0.57	< 0.1
Ttc9	ENSMUST00000036116.5	tetratricopeptide repeat domain 9 	109	2	1	1	0	0	mmu-miR-486a-3p				-0.57	-0.59	< 0.1
Radil	ENSMUST00000063635.9	Ras association and DIL domains 	113	3	1	2	0	0	mmu-miR-486a-3p				-0.57	-0.89	< 0.1
Sgtb	ENSMUST00000044385.8	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta 	80	2	1	0	1	1	mmu-miR-486a-3p				-0.57	-0.60	< 0.1
Gm14483	ENSMUST00000188439.1	predicted gene 14483 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Snph	ENSMUST00000094456.4	syntaphilin 	64	3	2	1	0	1	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Gm14484	ENSMUST00000178979.1	predicted gene 14484 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Flt3l	ENSMUST00000085377.6	FMS-like tyrosine kinase 3 ligand 	219	2	1	1	0	1	mmu-miR-486a-3p				-0.57	-0.81	< 0.1
Gm14474	ENSMUST00000189531.1	predicted gene 14474 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Bcl7a	ENSMUST00000120593.2	B cell CLL/lymphoma 7A 	79	2	1	1	0	2	mmu-miR-486a-3p				-0.57	-0.85	< 0.1
Oit1	ENSMUST00000022269.5	oncoprotein induced transcript 1 	17	1	1	0	0	0	mmu-miR-6954-5p				-0.57	-0.57	< 0.1
Pemt	ENSMUST00000102692.4	phosphatidylethanolamine N-methyltransferase 	1493	1	1	0	0	0	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
L1cam	ENSMUST00000114430.2	L1 cell adhesion molecule 	20	3	0	2	1	0	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Tlcd1	ENSMUST00000092880.8	TLC domain containing 1 	592	1	1	0	0	1	mmu-miR-486a-3p				-0.57	-0.77	< 0.1
Kctd13	ENSMUST00000032924.5	potassium channel tetramerisation domain containing 13 	497	1	1	0	0	2	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Gm14482	ENSMUST00000179859.1	predicted gene 14482 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Gm14478	ENSMUST00000177926.2	predicted gene 14478 	0	1	1	0	0	0	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Gm14476	ENSMUST00000178595.1	predicted gene 14476 	0	1	1	0	0	0	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Ccl22	ENSMUST00000034231.3	chemokine (C-C motif) ligand 22 	8	1	1	0	0	0	mmu-miR-486a-3p				-0.57	-0.57	< 0.1
Map4k2	ENSMUST00000025897.7	mitogen-activated protein kinase kinase kinase kinase 2 	639	3	2	0	1	0	mmu-miR-486a-3p				-0.57	-0.67	< 0.1
Mall	ENSMUST00000028856.2	mal, T cell differentiation protein-like 	119	2	0	1	1	1	mmu-miR-6954-5p				-0.57	-0.64	< 0.1
Rhob	ENSMUST00000067384.4	ras homolog gene family, member B 	4893	2	1	0	1	1	mmu-miR-486a-3p				-0.57	-0.72	< 0.1
Hsd17b14	ENSMUST00000107752.4	hydroxysteroid (17-beta) dehydrogenase 14 	65	2	0	1	1	1	mmu-miR-486a-3p				-0.57	-0.59	< 0.1
Anpep	ENSMUST00000107392.2	alanyl (membrane) aminopeptidase 	64	2	1	1	0	0	mmu-miR-486a-3p				-0.57	-0.68	< 0.1
Rln3	ENSMUST00000061923.4	relaxin 3 	70	1	1	0	0	0	mmu-miR-486a-3p				-0.57	-0.62	< 0.1
Unc119b	ENSMUST00000060798.5	unc-119 homolog B (C. elegans) 	75	5	2	1	2	0	mmu-miR-486a-3p				-0.57	-0.93	< 0.1
Kdm8	ENSMUST00000033010.3	lysine (K)-specific demethylase 8 	15	3	0	2	1	0	mmu-miR-6954-5p				-0.57	-0.57	< 0.1
Dnal4	ENSMUST00000023055.6	dynein, axonemal, light chain 4 	757	1	1	0	0	0	mmu-miR-6954-5p				-0.57	-0.57	< 0.1
Hormad2	ENSMUST00000109948.2	HORMA domain containing 2 	36	2	2	0	0	0	mmu-miR-6954-5p				-0.56	-0.56	< 0.1
Gm12216	ENSMUST00000120776.2	predicted gene 12216 	28	1	1	0	0	2	mmu-miR-486a-3p				-0.56	-0.59	< 0.1
Fbxo10	ENSMUST00000052236.7	F-box protein 10 	96	2	1	1	0	0	mmu-miR-6954-5p				-0.56	-0.56	< 0.1
Zfp956	ENSMUST00000101445.5	zinc finger protein 956 	146	1	1	0	0	1	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Gm10797	ENSMUST00000099661.2	predicted gene 10797 	5	2	0	1	1	0	mmu-miR-6954-5p				-0.56	-0.56	< 0.1
Dusp5	ENSMUST00000038287.6	dual specificity phosphatase 5 	11	2	1	0	1	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Cnga2	ENSMUST00000006020.7	cyclic nucleotide gated channel alpha 2 	7	1	1	0	0	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
3110070M22Rik	ENSMUST00000099148.2	RIKEN cDNA 3110070M22 gene 	14	1	1	0	0	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Trappc3	ENSMUST00000030660.8	trafficking protein particle complex 3 	148	2	0	1	1	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Zfhx3	ENSMUST00000043896.9	zinc finger homeobox 3 	295	1	1	0	0	2	mmu-miR-6954-5p				-0.56	-0.58	< 0.1
Rasd2	ENSMUST00000139848.2	RASD family, member 2 	319	2	0	1	1	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Gys2	ENSMUST00000032371.7	glycogen synthase 2 	316	1	1	0	0	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Clstn3	ENSMUST00000112523.2	calsyntenin 3 	12	2	1	1	0	1	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Gm5294	ENSMUST00000179205.1	predicted gene 5294 	4	1	1	0	0	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Ppard	ENSMUST00000002320.9	peroxisome proliferator activator receptor delta 	404	4	0	4	0	0	mmu-miR-6954-5p				-0.56	-0.56	< 0.1
Fndc5	ENSMUST00000102600.3	fibronectin type III domain containing 5 	1377	2	0	2	0	0	mmu-miR-6954-5p				-0.56	-0.60	< 0.1
Slc25a53	ENSMUST00000113069.3	solute carrier family 25, member 53 	27	1	1	0	0	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Suv420h2	ENSMUST00000098853.3	suppressor of variegation 4-20 homolog 2 (Drosophila) 	450	2	1	1	0	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Ap1s1	ENSMUST00000111080.2	adaptor protein complex AP-1, sigma 1 	1285	1	1	0	0	0	mmu-miR-486a-3p				-0.56	-0.56	< 0.1
Ndufa4l2	ENSMUST00000035735.9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2 	45	1	1	0	0	0	mmu-miR-486a-3p				-0.55	-0.55	< 0.1
Orai3	ENSMUST00000121504.1	ORAI calcium release-activated calcium modulator 3 	1468	0	0	0	0	0	mmu-miR-486a-3p				-0.55	-0.55	< 0.1
Glis2	ENSMUST00000014447.7	GLIS family zinc finger 2 	406	2	2	0	0	0	mmu-miR-486a-3p				-0.55	-0.56	< 0.1
Capn5	ENSMUST00000040971.8	calpain 5 	26	1	1	0	0	0	mmu-miR-486a-3p				-0.55	-0.55	< 0.1
Kifc2	ENSMUST00000004294.10	kinesin family member C2 	86	2	0	2	0	0	mmu-miR-6954-5p				-0.55	-0.55	< 0.1
Nlrp9b	ENSMUST00000073151.7	NLR family, pyrin domain containing 9B 	8	1	1	0	0	0	mmu-miR-486a-3p				-0.55	-0.55	< 0.1
Eif1	ENSMUST00000049385.8	eukaryotic translation initiation factor 1 	95	1	1	0	0	0	mmu-miR-486a-3p				-0.55	-0.55	< 0.1
Gm15821	ENSMUST00000121995.1	predicted gene 15821 	7	2	0	2	0	0	mmu-miR-6954-5p				-0.55	-0.55	< 0.1
Aldh3a1	ENSMUST00000108716.2	aldehyde dehydrogenase family 3, subfamily A1 	62	1	1	0	0	0	mmu-miR-6954-5p				-0.55	-0.57	< 0.1
Gm10384	ENSMUST00000100713.2	predicted gene 10384 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.55	-0.55	< 0.1
Wbp2	ENSMUST00000074628.7	WW domain binding protein 2 	136	2	0	2	0	0	mmu-miR-6954-5p				-0.55	-0.59	< 0.1
Nubp2	ENSMUST00000044252.5	nucleotide binding protein 2 	641	1	1	0	0	0	mmu-miR-486a-3p				-0.55	-0.55	< 0.1
Pgap3	ENSMUST00000090827.6	post-GPI attachment to proteins 3 	170	2	1	1	0	1	mmu-miR-6954-5p				-0.55	-0.55	< 0.1
Gjb1	ENSMUST00000119080.2	gap junction protein, beta 1 	1528	2	0	2	0	1	mmu-miR-6954-5p				-0.55	-0.64	< 0.1
Slc25a23	ENSMUST00000040280.8	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 	107	3	1	0	2	0	mmu-miR-6954-5p				-0.55	-0.58	< 0.1
Espn	ENSMUST00000030785.9	espin 	77	2	2	0	0	0	mmu-miR-486a-3p				-0.54	-0.74	< 0.1
Mtnr1a	ENSMUST00000067984.7	melatonin receptor 1A 	13	1	1	0	0	0	mmu-miR-486a-3p				-0.54	-0.54	< 0.1
Coro1c	ENSMUST00000004646.7	coronin, actin binding protein 1C 	1410	3	2	1	0	0	mmu-miR-486a-3p				-0.54	-0.55	< 0.1
1700011A15Rik	ENSMUST00000023781.7	RIKEN cDNA 1700011A15 gene 	5	1	0	1	0	1	mmu-miR-6954-5p				-0.54	-0.54	< 0.1
Tapbp	ENSMUST00000025161.8	TAP binding protein 	2991	1	1	0	0	0	mmu-miR-486a-3p				-0.54	-0.54	< 0.1
Vac14	ENSMUST00000034190.9	Vac14 homolog (S. cerevisiae) 	521	1	1	0	0	0	mmu-miR-486a-3p				-0.54	-0.55	< 0.1
Vwa5b1	ENSMUST00000030533.6	von Willebrand factor A domain containing 5B1 	5	2	2	0	0	0	mmu-miR-486a-3p				-0.54	-0.54	< 0.1
Tvp23a	ENSMUST00000051118.6	trans-golgi network vesicle protein 23A 	7	3	2	0	1	0	mmu-miR-486a-3p				-0.54	-0.54	< 0.1
Dmbx1	ENSMUST00000064806.7	diencephalon/mesencephalon homeobox 1 	5	2	1	0	1	1	mmu-miR-486a-3p				-0.54	-0.54	< 0.1
Carhsp1	ENSMUST00000008537.8	calcium regulated heat stable protein 1 	1872	2	2	0	0	3	mmu-miR-6954-5p				-0.54	-0.86	< 0.1
Stim1	ENSMUST00000033289.4	stromal interaction molecule 1 	1247	1	1	0	0	1	mmu-miR-486a-3p				-0.54	-0.55	< 0.1
Rnf122	ENSMUST00000046941.7	ring finger protein 122 	104	2	1	0	1	0	mmu-miR-486a-3p				-0.54	-0.73	< 0.1
Gmeb2	ENSMUST00000049032.7	glucocorticoid modulatory element binding protein 2 	88	2	1	1	0	1	mmu-miR-6954-5p				-0.54	-0.73	< 0.1
Dffa	ENSMUST00000030816.3	DNA fragmentation factor, alpha subunit 	226	1	1	0	0	0	mmu-miR-6954-5p				-0.54	-0.54	< 0.1
Wasf2	ENSMUST00000084241.6	WAS protein family, member 2 	4077	4	2	2	0	0	mmu-miR-486a-3p				-0.54	-0.54	< 0.1
4930408O17Rik	ENSMUST00000021520.1	RIKEN cDNA 4930408O17 gene 	5	1	0	0	1	1	mmu-miR-486a-3p				-0.54	-0.54	< 0.1
Dennd2a	ENSMUST00000036877.4	DENN/MADD domain containing 2A 	147	2	1	0	1	2	mmu-miR-486a-3p				-0.53	-0.57	< 0.1
Sec22c	ENSMUST00000078547.5	SEC22 vesicle trafficking protein homolog C (S. cerevisiae) 	124	3	2	0	1	0	mmu-miR-486a-3p				-0.53	-0.60	< 0.1
Vsx1	ENSMUST00000046095.9	visual system homeobox 1 homolog (zebrafish) 	5	1	1	0	0	1	mmu-miR-6954-5p				-0.53	-0.53	< 0.1
Zmynd10	ENSMUST00000010188.7	zinc finger, MYND domain containing 10 	236	1	1	0	0	0	mmu-miR-486a-3p				-0.53	-0.53	< 0.1
Notch1	ENSMUST00000028288.4	notch 1 	907	2	1	1	0	1	mmu-miR-6954-5p				-0.53	-0.60	< 0.1
Sept3	ENSMUST00000023095.7	septin 3 	582	2	2	0	0	0	mmu-miR-486a-3p				-0.53	-0.54	< 0.1
Proser2	ENSMUST00000054254.6	proline and serine rich 2 	147	3	1	0	2	2	mmu-miR-486a-3p				-0.53	-0.79	< 0.1
Rab6b	ENSMUST00000035155.7	RAB6B, member RAS oncogene family 	192	3	2	1	0	2	mmu-miR-486a-3p				-0.53	-0.57	< 0.1
Iglon5	ENSMUST00000107974.1	IgLON family member 5 	23	2	1	0	1	0	mmu-miR-486a-3p				-0.53	-0.53	< 0.1
Celsr3	ENSMUST00000024238.5	cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila) 	22	1	1	0	0	3	mmu-miR-486a-3p				-0.53	-0.53	< 0.1
Cbln1	ENSMUST00000034076.9	cerebellin 1 precursor protein 	13	2	1	1	0	2	mmu-miR-6954-5p				-0.53	-0.63	< 0.1
Csad	ENSMUST00000023805.1	cysteine sulfinic acid decarboxylase 	142	2	1	0	1	0	mmu-miR-486a-3p				-0.53	-0.55	< 0.1
Zmat3	ENSMUST00000029199.5	zinc finger matrin type 3 	1540	2	1	1	0	0	mmu-miR-486a-3p				-0.53	-0.53	< 0.1
Rpl13a	ENSMUST00000150350.2	ribosomal protein L13A 	3691	1	1	0	0	0	mmu-miR-486a-3p				-0.53	-0.59	< 0.1
Cplx2	ENSMUST00000026985.8	complexin 2 	77	4	1	3	0	2	mmu-miR-6954-5p				-0.53	-0.92	< 0.1
Tagln2	ENSMUST00000111230.2	transgelin 2 	4629	3	2	0	1	1	mmu-miR-486a-3p				-0.52	-1.03	< 0.1
Ndor1	ENSMUST00000100329.4	NADPH dependent diflavin oxidoreductase 1 	526	1	1	0	0	0	mmu-miR-6954-5p				-0.52	-0.52	< 0.1
Rab4a	ENSMUST00000118535.2	RAB4A, member RAS oncogene family 	2097	1	1	0	0	0	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Slc29a2	ENSMUST00000025826.5	solute carrier family 29 (nucleoside transporters), member 2 	82	2	0	1	1	0	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Dedd2	ENSMUST00000058702.5	death effector domain-containing DNA binding protein 2 	345	2	2	0	0	1	mmu-miR-486a-3p				-0.52	-0.69	< 0.1
Rtn4rl2	ENSMUST00000054514.5	reticulon 4 receptor-like 2 	29	1	1	0	0	0	mmu-miR-6954-5p				-0.52	-0.52	< 0.1
Gm9925	ENSMUST00000066583.1	predicted gene 9925 	7	2	1	0	1	1	mmu-miR-6954-5p				-0.52	-0.52	< 0.1
Tecpr2	ENSMUST00000169597.2	tectonin beta-propeller repeat containing 2 	417	2	0	0	2	0	mmu-miR-486a-3p				-0.52	-0.53	< 0.1
Zbtb20	ENSMUST00000114694.3	zinc finger and BTB domain containing 20 	293	6	0	3	3	2	mmu-miR-486a-3p				-0.52	-0.59	< 0.1
Slamf6	ENSMUST00000171330.1	SLAM family member 6 	14	1	1	0	0	0	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Cdx1	ENSMUST00000025521.8	caudal type homeobox 1 	5	1	1	0	0	0	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Nat14	ENSMUST00000047309.5	N-acetyltransferase 14 	166	1	1	0	0	0	mmu-miR-6954-5p				-0.52	-0.52	< 0.1
Scx	ENSMUST00000043089.7	scleraxis 	157	1	1	0	0	0	mmu-miR-6954-5p				-0.52	-0.52	< 0.1
Cpeb2	ENSMUST00000169035.2	cytoplasmic polyadenylation element binding protein 2 	1473	1	1	0	0	1	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Glra1	ENSMUST00000108853.2	glycine receptor, alpha 1 subunit 	5	1	1	0	0	1	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Sult4a1	ENSMUST00000082365.5	sulfotransferase family 4A, member 1 	30	1	1	0	0	0	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Scly	ENSMUST00000027532.7	selenocysteine lyase 	1177	1	1	0	0	0	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Eif4e3	ENSMUST00000032151.2	eukaryotic translation initiation factor 4E member 3 	317	4	0	3	1	0	mmu-miR-6954-5p				-0.52	-0.84	< 0.1
Fgf4	ENSMUST00000060336.4	fibroblast growth factor 4 	108	2	1	0	1	0	mmu-miR-486a-3p				-0.52	-0.53	< 0.1
Pcyt2	ENSMUST00000026129.10	phosphate cytidylyltransferase 2, ethanolamine 	896	1	1	0	0	1	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Celf5	ENSMUST00000118763.2	CUGBP, Elav-like family member 5 	8	2	0	2	0	1	mmu-miR-6954-5p				-0.52	-0.52	< 0.1
Agtr1a	ENSMUST00000066412.7	angiotensin II receptor, type 1a 	2361	1	1	0	0	0	mmu-miR-486a-3p				-0.52	-0.52	< 0.1
Gtpbp1	ENSMUST00000046463.8	GTP binding protein 1 	1030	2	1	0	1	0	mmu-miR-486a-3p				-0.52	-0.54	< 0.1
Prr13	ENSMUST00000023810.6	proline rich 13 	3553	1	1	0	0	0	mmu-miR-486a-3p				-0.51	-0.52	< 0.1
