GENEID	GeneSymbol	Chromosome	Biotype	Strand
ENSMUSG00000104257.2	Gm20172	chr1:25315485-25317035	TEC	-
ENSMUSG00000119153.1	Gm22260	chr1:25318526-25318632	snRNA	-
ENSMUSG00000102296.2	Gm37543	chr1:25323299-25324329	TEC	-
ENSMUSG00000103209.2	Gm37331	chr1:25335593-25338967	TEC	-
ENSMUSG00000104027.2	Gm37211	chr1:25353357-25356789	TEC	-
ENSMUSG00000102407.2	Gm37862	chr1:25364947-25367479	TEC	-
ENSMUSG00000103214.2	Gm38286	chr1:25385059-25388163	TEC	-
ENSMUSG00000104100.2	Gm37880	chr1:25401645-25404901	TEC	-
ENSMUSG00000084740.3	Gm25294	chr1:25490152-25490255	snRNA	+
ENSMUSG00000103889.2	Gm37011	chr1:25647331-25650265	TEC	-
ENSMUSG00000101301.2	Gm29214	chr1:25654027-25654596	processed_pseudogene	-
ENSMUSG00000104221.2	Gm37051	chr1:25659319-25662261	TEC	-
ENSMUSG00000102250.2	Gm38260	chr1:25711326-25715320	TEC	-
ENSMUSG00000102317.2	Gm37628	chr1:25725143-25730582	TEC	-
ENSMUSG00000103563.2	8030445P17Rik	chr1:25761119-25763859	TEC	-
ENSMUSG00000102465.2	Gm38198	chr1:25774470-25778050	TEC	-
ENSMUSG00000102659.2	Gm37077	chr1:25794424-25798114	TEC	-
ENSMUSG00000103924.2	Gm37895	chr1:25814838-25819387	TEC	-
ENSMUSG00000104132.2	Gm36952	chr1:25836362-25839986	TEC	-
ENSMUSG00000102747.2	Gm37602	chr1:25843178-25846487	TEC	-
ENSMUSG00000102386.2	2900022M07Rik	chr1:25848037-25849053	TEC	-
ENSMUSG00000103004.2	2900002M20Rik	chr1:25863471-25863800	TEC	-
ENSMUSG00000104516.2	Gm9884	chr1:25869738-25870959	TEC	+
ENSMUSG00000101618.2	Gm18443	chr1:26035685-26036240	processed_pseudogene	-
ENSMUSG00000099458.2	Gm19123	chr1:26505317-26505967	processed_pseudogene	+
ENSMUSG00000088111.3	Gm24064	chr1:26605914-26606019	snoRNA	+
ENSMUSG00000073722.4	4931408C20Rik	chr1:26720895-26726541	protein_coding	-
ENSMUSG00000119695.1	n-R5s209	chr1:26998184-26998302	rRNA	-
ENSMUSG00000100310.2	Gm19641	chr1:27375433-27375849	processed_pseudogene	-
ENSMUSG00000101514.2	Gm5524	chr1:27923127-27941477	lncRNA	+
ENSMUSG00000101033.2	Gm18776	chr1:27939500-27940153	processed_pseudogene	-
ENSMUSG00000101372.2	Gm19028	chr1:28028991-28030863	processed_pseudogene	+
ENSMUSG00000103241.2	Gm38089	chr1:28608999-28610512	TEC	+
ENSMUSG00000086240.5	Gm7846	chr1:28619580-28619853	processed_pseudogene	-
ENSMUSG00000048411.5	Gm597	chr1:28815198-28819333	protein_coding	-
ENSMUSG00000081557.3	Gm5697	chr1:28839321-28841802	processed_pseudogene	-
ENSMUSG00000058590.3	Gm6462	chr1:28977117-28977420	processed_pseudogene	+
ENSMUSG00000101235.2	Gm18033	chr1:29258781-29259330	processed_pseudogene	+
ENSMUSG00002075209.1	Y_RNA	chr1:29320045-29320156	misc_RNA	-
ENSMUSG00002076857.1	ENSMUSG00002076857	chr1:29340561-29340660	miRNA	+
ENSMUSG00002074912.1	ENSMUSG00002074912	chr1:29400356-29400451	miRNA	-
ENSMUSG00000099257.3	Mir6342	chr1:29460569-29460693	miRNA	+
ENSMUSG00000099492.2	Gm5525	chr1:29523685-29524996	processed_pseudogene	-
ENSMUSG00000118548.2	Gm53035	chr1:29852235-29853519	processed_pseudogene	+
ENSMUSG00000101726.2	Gm7858	chr1:29969175-29969796	processed_pseudogene	+
ENSMUSG00002075317.1	ENSMUSG00002075317	chr1:30025015-30025124	miRNA	+
ENSMUSG00002075289.1	ENSMUSG00002075289	chr1:30372372-30372478	miRNA	-
ENSMUSG00000053185.3	Gm9898	chr1:30757641-30759043	lncRNA	-
ENSMUSG00000100261.2	Gm6473	chr1:30808768-30810896	unprocessed_pseudogene	+
ENSMUSG00000101180.2	Gm2914	chr1:30833629-30833956	processed_pseudogene	-
ENSMUSG00000048874.16	Phf3	chr1:30841420-30913002	protein_coding	-
ENSMUSG00000103783.2	Gm37522	chr1:30872629-30875512	TEC	-
ENSMUSG00000104315.2	Gm37906	chr1:30904585-30907619	TEC	-
ENSMUSG00000026064.17	Ptp4a1	chr1:30979383-30988390	protein_coding	-
ENSMUSG00000117310.3	Ptp4a1	chr1:30979383-30988851	protein_coding	-
ENSMUSG00000117091.2	Gm5698	chr1:31016324-31017049	protein_coding	-
ENSMUSG00000086726.4	Gm9458	chr1:31025306-31026034	processed_pseudogene	-
ENSMUSG00000086727.9	4931428L18Rik	chr1:31036923-31261765	protein_coding	-
ENSMUSG00000100237.2	Gm28644	chr1:31081000-31082756	lncRNA	+
ENSMUSG00002076113.1	5S_rRNA	chr1:31161806-31161943	rRNA	-
ENSMUSG00000100910.2	Gm29128	chr1:31175107-31189186	lncRNA	+
ENSMUSG00000099796.2	Gm7893	chr1:31203630-31203854	processed_pseudogene	+
ENSMUSG00000050217.14	Lgsn	chr1:31215482-31243806	protein_coding	+
ENSMUSG00000026063.5	Dnaaf6	chr1:31261919-31263369	protein_coding	+
ENSMUSG00000077664.3	Gm26145	chr1:31298674-31298800	snoRNA	-
ENSMUSG00000100205.2	Gm4850	chr1:31306407-31306965	processed_pseudogene	+
ENSMUSG00000100592.2	Gm28645	chr1:31313973-31314536	processed_pseudogene	+
ENSMUSG00000094215.3	Gm6489	chr1:31326026-31326721	processed_pseudogene	+
ENSMUSG00000101093.2	Eef1a1-ps2	chr1:31598621-31600481	processed_pseudogene	+
ENSMUSG00000070960.5	Gm19680	chr1:31654230-31655742	processed_pseudogene	+
ENSMUSG00000088620.3	Gm23032	chr1:31695713-31695819	snRNA	-
ENSMUSG00000082159.3	Gm7910	chr1:31775138-31775972	processed_pseudogene	+
ENSMUSG00000026058.12	Khdrbs2	chr1:32211795-32697649	protein_coding	+
ENSMUSG00000064688.3	Gm25814	chr1:32252214-32252320	snRNA	-
ENSMUSG00000103482.2	Gm37999	chr1:32512838-32514646	TEC	+
ENSMUSG00000104498.2	Gm37110	chr1:32524396-32526023	TEC	+
ENSMUSG00000104313.2	Gm37911	chr1:32535525-32537069	TEC	+
ENSMUSG00000102865.2	Gm9839	chr1:32558644-32560080	TEC	-
ENSMUSG00000102321.2	Gm37792	chr1:32578109-32581521	TEC	+
ENSMUSG00000091318.3	Gm5415	chr1:32582767-32586375	protein_coding	-
ENSMUSG00000089489.3	Gm24732	chr1:32607440-32607502	snRNA	-
ENSMUSG00000104433.2	Gm37426	chr1:32749260-32751729	TEC	+
ENSMUSG00002076392.1	7SK	chr1:32765720-32766011	misc_RNA	+
ENSMUSG00000102926.2	Gm37151	chr1:33006565-33011571	TEC	-
ENSMUSG00000100497.2	Gm28624	chr1:33067241-33069371	processed_pseudogene	-
ENSMUSG00000102917.2	Gm37724	chr1:33104211-33105431	lncRNA	+
ENSMUSG00000100481.2	Gm7114	chr1:33139988-33141776	processed_pseudogene	+
ENSMUSG00000100590.2	Gm4785	chr1:33147986-33148736	processed_pseudogene	-
ENSMUSG00000088750.3	Gm24901	chr1:33231074-33231183	snRNA	+
ENSMUSG00000104230.2	Gm37591	chr1:33251855-33254556	lncRNA	-
ENSMUSG00000101754.3	Gm2987	chr1:33275020-33276712	processed_pseudogene	+
ENSMUSG00000065223.4	Gm25792	chr1:33332757-33332856	snRNA	+
ENSMUSG00000100318.3	Gm18799	chr1:33354751-33355663	processed_pseudogene	-
ENSMUSG00000101612.3	Gm7933	chr1:33410412-33412666	processed_pseudogene	+
ENSMUSG00000065260.3	Gm23453	chr1:33461814-33461919	snRNA	+
ENSMUSG00000026134.12	Prim2	chr1:33492891-33708876	protein_coding	-
ENSMUSG00000101682.2	Gm29228	chr1:33521182-33521599	processed_pseudogene	+
ENSMUSG00000102714.2	Gm37618	chr1:33652839-33655913	TEC	-
ENSMUSG00000102093.2	Gm17813	chr1:33696862-33697189	processed_pseudogene	+
ENSMUSG00000103746.2	1700001G17Rik	chr1:33708905-33709793	TEC	+
ENSMUSG00000102198.2	Gm38173	chr1:33710996-33713309	TEC	-
ENSMUSG00000004768.15	Rab23	chr1:33758968-33781645	protein_coding	+
ENSMUSG00000042215.9	Bag2	chr1:33784565-33796876	protein_coding	-
ENSMUSG00000103072.2	Gm37905	chr1:33787088-33787428	TEC	+
ENSMUSG00000042197.14	Zfp451	chr1:33800626-33853676	protein_coding	-
ENSMUSG00000081402.5	Gm15455	chr1:33875205-33877761	processed_pseudogene	-
ENSMUSG00000042182.17	Bend6	chr1:33891133-33946897	protein_coding	-
ENSMUSG00000104416.2	Gm37067	chr1:33928571-33930198	TEC	-
ENSMUSG00000026131.21	Dst	chr1:33947306-34347742	protein_coding	+
ENSMUSG00000103596.2	Gm37354	chr1:33961536-33963919	TEC	+
ENSMUSG00000099382.2	Gm28631	chr1:34002433-34002766	processed_pseudogene	-
ENSMUSG00000084506.3	Gm23792	chr1:34020491-34020583	snRNA	-
ENSMUSG00000103364.2	Gm38157	chr1:34071181-34072878	TEC	+
ENSMUSG00000105982.3	Mir6896	chr1:34156440-34156512	miRNA	+
ENSMUSG00000096992.4	Gm26788	chr1:34204937-34217527	lncRNA	-
ENSMUSG00000103001.2	A930005N03Rik	chr1:34308963-34310209	TEC	-
ENSMUSG00000104397.2	Gm37958	chr1:34368514-34369388	lncRNA	-
ENSMUSG00000102839.2	Gm37385	chr1:34389856-34390242	TEC	+
ENSMUSG00000101206.2	Gm5266	chr1:34406452-34408084	processed_pseudogene	+
ENSMUSG00000101462.3	Gm3052	chr1:34454131-34457067	transcribed_processed_pseudogene	-
ENSMUSG00000102336.2	Gm37233	chr1:34466083-34472345	lncRNA	-
ENSMUSG00000092852.3	Mir5103	chr1:34472202-34472280	miRNA	-
ENSMUSG00000042111.10	Ccdc115	chr1:34475751-34478753	protein_coding	-
ENSMUSG00000101711.2	Gm28306	chr1:34478592-34483811	lncRNA	-
ENSMUSG00000026127.14	Imp4	chr1:34478932-34488437	protein_coding	+
ENSMUSG00000026126.16	Ptpn18	chr1:34498843-34514814	protein_coding	+
ENSMUSG00000100280.3	Gm28417	chr1:34507915-34512229	lncRNA	-
ENSMUSG00000101223.7	4930568A12Rik	chr1:34516248-34525014	lncRNA	-
ENSMUSG00000026125.10	Prss39	chr1:34537491-34542144	protein_coding	+
ENSMUSG00000101116.2	Gm28416	chr1:34562797-34563088	processed_pseudogene	-
ENSMUSG00000026124.5	Cfc1	chr1:34574729-34583394	protein_coding	+
ENSMUSG00000101803.2	Gm28419	chr1:34577167-34577641	processed_pseudogene	-
ENSMUSG00000037529.14	Prss40	chr1:34583049-34600024	protein_coding	-
ENSMUSG00000045815.5	1700101I19Rik	chr1:34618283-34618792	lncRNA	-
ENSMUSG00000045174.11	Amer3	chr1:34618738-34630025	protein_coding	+
ENSMUSG00000100524.2	Gm28418	chr1:34646378-34646800	processed_pseudogene	-
ENSMUSG00000102499.2	Gm36984	chr1:34649653-34649887	processed_pseudogene	-
ENSMUSG00000103521.2	Gm29730	chr1:34649989-34651384	processed_pseudogene	-
ENSMUSG00000104098.2	AA619741	chr1:34674625-34675270	processed_pseudogene	-
ENSMUSG00000037509.22	Arhgef4	chr1:34717269-34852390	protein_coding	+
ENSMUSG00000102537.2	Gm37224	chr1:34791856-34792003	processed_pseudogene	+
ENSMUSG00000102612.2	Gm37845	chr1:34792204-34792558	processed_pseudogene	+
ENSMUSG00000118272.2	SMIM39	chr1:34840875-34841045	protein_coding	+
ENSMUSG00000104002.3	Gm38336	chr1:34848441-34850989	lncRNA	-
ENSMUSG00000037503.13	Fam168b	chr1:34852300-34882146	protein_coding	-
ENSMUSG00000104358.2	Gm37127	chr1:34862606-34865641	TEC	+
ENSMUSG00000026123.12	Plekhb2	chr1:34889057-34918661	protein_coding	+
ENSMUSG00000103716.2	Gm19430	chr1:34967590-34969726	processed_pseudogene	+
ENSMUSG00000103548.2	Gm37670	chr1:35008708-35008936	processed_pseudogene	-
ENSMUSG00000103760.2	Gm8009	chr1:35009146-35009581	processed_pseudogene	+
ENSMUSG00000103997.2	Gm38027	chr1:35024737-35024971	processed_pseudogene	+
ENSMUSG00000077231.3	Gm25096	chr1:35218037-35218165	snoRNA	-
ENSMUSG00000104417.2	Gm37068	chr1:35664687-35690378	lncRNA	-
ENSMUSG00000064601.3	Gm25634	chr1:35800683-35800787	snRNA	+
ENSMUSG00000101714.2	Gm28415	chr1:35846055-35849543	lncRNA	+
ENSMUSG00000102531.2	1110002O04Rik	chr1:35918926-35920200	lncRNA	+
ENSMUSG00000103096.2	Gm8022	chr1:35998000-35998903	processed_pseudogene	+
ENSMUSG00000102279.2	Gm37146	chr1:36021041-36025454	lncRNA	-
ENSMUSG00000103708.2	Gm33222	chr1:36042066-36050125	lncRNA	-
ENSMUSG00000104201.2	4930535G08Rik	chr1:36050153-36050975	lncRNA	+
ENSMUSG00000102434.2	Gm38049	chr1:36068728-36070099	TEC	-
ENSMUSG00000045216.8	Hs6st1	chr1:36107481-36145527	protein_coding	+
ENSMUSG00000104523.2	Gm37335	chr1:36144465-36145527	lncRNA	-
ENSMUSG00000102202.2	Gm33280	chr1:36171123-36177827	lncRNA	+
ENSMUSG00000037470.15	Uggt1	chr1:36179108-36283801	protein_coding	-
ENSMUSG00000098752.3	Mir6897	chr1:36183333-36183394	miRNA	-
ENSMUSG00000047180.9	Neurl3	chr1:36303678-36313760	protein_coding	-
ENSMUSG00000037447.17	Arid5a	chr1:36346814-36363110	protein_coding	+
ENSMUSG00000102762.2	4930403P22Rik	chr1:36371789-36372501	lncRNA	+
ENSMUSG00000010453.13	Kansl3	chr1:36374811-36408262	protein_coding	-
ENSMUSG00000098680.3	Mir6898	chr1:36387763-36387839	miRNA	-
ENSMUSG00000037432.16	Fer1l5	chr1:36411372-36461191	protein_coding	+
ENSMUSG00000001143.14	Lman2l	chr1:36458952-36484352	protein_coding	-
ENSMUSG00000037408.11	Cnnm4	chr1:36510701-36547845	protein_coding	+
ENSMUSG00000104316.2	Gm37909	chr1:36513033-36515191	TEC	+
ENSMUSG00002075980.1	ENSMUSG00002075980	chr1:36545643-36545783	miRNA	+
ENSMUSG00000001138.14	Cnnm3	chr1:36550948-36567318	protein_coding	+
ENSMUSG00000102845.2	Gm38033	chr1:36566615-36567318	lncRNA	-
ENSMUSG00000067653.13	Ankrd23	chr1:36569269-36575964	protein_coding	-
ENSMUSG00000109510.2	Gm42417	chr1:36569274-36578510	protein_coding	-
ENSMUSG00000079610.10	Ankrd39	chr1:36576588-36586526	protein_coding	-
ENSMUSG00000026121.14	Sema4c	chr1:36587720-36597430	protein_coding	-
ENSMUSG00000087589.4	D430040D24Rik	chr1:36596782-36604694	lncRNA	+
ENSMUSG00000046337.18	Fam178b	chr1:36601773-36722264	protein_coding	-
ENSMUSG00000089906.2	Gm6428	chr1:36640883-36641227	processed_pseudogene	+
ENSMUSG00002075377.1	ENSMUSG00002075377	chr1:36703046-36703120	miRNA	+
ENSMUSG00000061518.12	Cox5b	chr1:36730530-36732762	protein_coding	+
ENSMUSG00000037351.10	Actr1b	chr1:36737195-36753503	protein_coding	-
ENSMUSG00000102416.5	4933424G06Rik	chr1:36749230-36797034	protein_coding	+
ENSMUSG00000104237.2	Gm33533	chr1:36778129-36783873	lncRNA	-
ENSMUSG00000026117.11	Zap70	chr1:36800879-36821899	protein_coding	+
ENSMUSG00000097291.2	Gm18828	chr1:36803944-36804955	transcribed_processed_pseudogene	-
ENSMUSG00000026116.12	Tmem131	chr1:36831272-36982747	protein_coding	-
ENSMUSG00000103016.2	Gm37506	chr1:36910984-36911126	TEC	-
ENSMUSG00000102930.2	Gm38115	chr1:36952682-36955620	lncRNA	-
ENSMUSG00000103159.2	F830112A20Rik	chr1:36961878-36965429	TEC	-
ENSMUSG00000080054.4	Rpl12-ps1	chr1:36997011-36997508	processed_pseudogene	-
ENSMUSG00000119706.1	n-R5s210	chr1:37044520-37044638	rRNA	+
ENSMUSG00000050122.20	Vwa3b	chr1:37065677-37226694	protein_coding	+
ENSMUSG00000103603.2	Gm37020	chr1:37171354-37172345	lncRNA	-
ENSMUSG00000026114.15	Cnga3	chr1:37253515-37302465	protein_coding	+
ENSMUSG00000102231.2	1700074A21Rik	chr1:37338433-37338778	TEC	-
ENSMUSG00000026113.18	Inpp4a	chr1:37338946-37449817	protein_coding	+
ENSMUSG00000086064.2	4930439A04Rik	chr1:37368748-37373253	lncRNA	-
ENSMUSG00000102879.2	Gm37135	chr1:37370052-37370585	TEC	-
ENSMUSG00000026112.8	Coa5	chr1:37456165-37469184	protein_coding	-
ENSMUSG00000026111.16	Unc50	chr1:37469220-37478205	protein_coding	+
ENSMUSG00000026110.16	Mgat4a	chr1:37478421-37580097	protein_coding	-
ENSMUSG00000103948.2	4930594C11Rik	chr1:37524932-37527686	TEC	-
ENSMUSG00000087233.2	Gm43213	chr1:37526274-37528063	processed_pseudogene	-
ENSMUSG00000026090.17	Cracdl	chr1:37650758-37759166	protein_coding	-
ENSMUSG00000089767.2	4930556I23Rik	chr1:37653340-37654453	lncRNA	+
ENSMUSG00000104365.2	4930470B04Rik	chr1:37699803-37701728	TEC	+
ENSMUSG00000102650.2	Gm19863	chr1:37733528-37735745	TEC	-
ENSMUSG00000060771.16	Tsga10	chr1:37793857-37905510	protein_coding	-
ENSMUSG00000097268.2	Gm26805	chr1:37904380-37910469	lncRNA	+
ENSMUSG00000037216.6	Lipt1	chr1:37910819-37915309	protein_coding	+
ENSMUSG00000026088.16	Mitd1	chr1:37913882-37929492	protein_coding	-
ENSMUSG00000026087.12	Mrpl30	chr1:37929558-37937616	protein_coding	+
ENSMUSG00000061584.7	Lyg2	chr1:37945004-37955574	protein_coding	-
ENSMUSG00000087374.2	Gm15457	chr1:37972677-37993217	lncRNA	+
ENSMUSG00000026085.12	Lyg1	chr1:37985817-37996840	protein_coding	-
ENSMUSG00002076708.1	7SK	chr1:38013048-38013284	misc_RNA	+
ENSMUSG00000058407.13	Txndc9	chr1:38024270-38036974	protein_coding	-
ENSMUSG00000026083.13	Eif5b	chr1:38037091-38094660	protein_coding	+
ENSMUSG00000026082.12	Rev1	chr1:38091867-38168882	protein_coding	-
ENSMUSG00000103804.2	Gm37062	chr1:38115376-38116386	lncRNA	-
ENSMUSG00000102716.2	Gm5099	chr1:38171164-38198973	lncRNA	+
ENSMUSG00000037138.19	Aff3	chr1:38216407-38704036	protein_coding	-
ENSMUSG00000085391.2	Gm16150	chr1:38274501-38285747	lncRNA	+
ENSMUSG00000085280.2	Gm16151	chr1:38346983-38351011	lncRNA	+
ENSMUSG00000087131.8	Gm16152	chr1:38424030-38433055	lncRNA	+
ENSMUSG00000102984.2	Gm34727	chr1:38526600-38527128	processed_pseudogene	+
ENSMUSG00000102541.2	Gm38135	chr1:38761701-38762202	processed_pseudogene	+
ENSMUSG00000103531.2	2610300A13Rik	chr1:38806265-38806767	TEC	+
ENSMUSG00000048814.12	Lonrf2	chr1:38832726-38875792	protein_coding	-
ENSMUSG00000026080.15	Chst10	chr1:38902948-38937242	protein_coding	-
ENSMUSG00000103647.2	Gm37707	chr1:38923835-38927153	lncRNA	+
ENSMUSG00000102447.2	Gm6621	chr1:38947026-38947797	processed_pseudogene	+
ENSMUSG00000067604.9	Nms	chr1:38978230-38989357	protein_coding	+
ENSMUSG00000026078.11	Pdcl3	chr1:39024689-39036319	protein_coding	+
ENSMUSG00000103046.2	Gm37309	chr1:39031759-39033397	TEC	+
ENSMUSG00000104188.2	Gm37821	chr1:39087729-39096718	lncRNA	-
ENSMUSG00000103182.2	Gm37091	chr1:39120333-39122419	TEC	-
ENSMUSG00000098833.3	Mir6349	chr1:39225977-39226073	miRNA	-
ENSMUSG00000026077.16	Npas2	chr1:39232812-39402317	protein_coding	+
ENSMUSG00000092553.2	Gm20428	chr1:39315364-39315646	processed_pseudogene	-
ENSMUSG00000092563.2	Gm3617	chr1:39353980-39354534	processed_pseudogene	+
ENSMUSG00000073702.12	Rpl31	chr1:39406923-39410992	protein_coding	+
ENSMUSG00000003134.11	Tbc1d8	chr1:39410573-39517836	protein_coding	-
ENSMUSG00000102607.2	Gm37265	chr1:39458129-39459013	TEC	-
ENSMUSG00000065629.4	Gm24826	chr1:39558614-39558828	snoRNA	+
ENSMUSG00002076218.1	ENSMUSG00002076218	chr1:39558614-39558829	snoRNA	+
ENSMUSG00000003135.16	Cnot11	chr1:39574073-39585970	protein_coding	+
ENSMUSG00000085894.2	Gm15832	chr1:39586651-39591083	lncRNA	-
ENSMUSG00000077704.3	Snord89	chr1:39587826-39587935	snoRNA	-
ENSMUSG00000048234.14	Rnf149	chr1:39590377-39616486	protein_coding	-
ENSMUSG00000064936.3	Gm23722	chr1:39612827-39612956	snoRNA	-
ENSMUSG00000102471.2	Gm5100	chr1:39636585-39637173	processed_pseudogene	-
ENSMUSG00000050967.6	Creg2	chr1:39657574-39690642	protein_coding	-
ENSMUSG00000097083.2	D930019O06Rik	chr1:39689344-39696550	lncRNA	+
ENSMUSG00000057173.9	Rfx8	chr1:39704461-39760157	protein_coding	-
ENSMUSG00000091937.4	Gm3646	chr1:39843308-39844492	protein_coding	-
ENSMUSG00000101634.7	1700066B17Rik	chr1:39878335-39886494	lncRNA	-
ENSMUSG00000026074.16	Map4k4	chr1:39940073-40065470	protein_coding	+
ENSMUSG00000102985.2	4930456G14Rik	chr1:40088199-40089528	TEC	-
ENSMUSG00000026073.14	Il1r2	chr1:40113239-40164391	protein_coding	+
ENSMUSG00000097899.3	Gm16894	chr1:40115388-40125011	lncRNA	-
ENSMUSG00000102975.2	Gm37347	chr1:40127671-40130741	TEC	+
ENSMUSG00000026072.13	Il1r1	chr1:40264240-40356417	protein_coding	+
ENSMUSG00000103560.2	Gm38070	chr1:40277180-40283659	TEC	+
ENSMUSG00000070942.9	Il1rl2	chr1:40363770-40406722	protein_coding	+
ENSMUSG00000103230.2	Gm17970	chr1:40393012-40393696	processed_pseudogene	+
ENSMUSG00000026069.16	Il1rl1	chr1:40468730-40504575	protein_coding	+
ENSMUSG00000026070.16	Il18r1	chr1:40504712-40540014	protein_coding	+
ENSMUSG00000026068.12	Il18rap	chr1:40554522-40590865	protein_coding	+
ENSMUSG00000104441.2	Gm35801	chr1:40611348-40619822	lncRNA	-
ENSMUSG00000026065.9	Slc9a4	chr1:40619241-40669885	protein_coding	+
ENSMUSG00000102676.2	Gm37435	chr1:40622055-40626001	TEC	-
ENSMUSG00000026062.13	Slc9a2	chr1:40719734-40808433	protein_coding	+
ENSMUSG00000103679.2	Gm37623	chr1:40730602-40736796	lncRNA	-
ENSMUSG00000103270.2	Gm37915	chr1:40810545-40824503	lncRNA	+
ENSMUSG00000041945.13	Mfsd9	chr1:40811198-40829847	protein_coding	-
ENSMUSG00000079588.4	Tmem182	chr1:40844761-40896047	protein_coding	+
ENSMUSG00000094136.3	Gm5973	chr1:40902897-40903392	processed_pseudogene	-
ENSMUSG00000104072.2	4930448I06Rik	chr1:41206747-41220412	lncRNA	-
ENSMUSG00000100185.2	Gm28634	chr1:41566091-41568703	lncRNA	-
ENSMUSG00000100832.2	Gm29260	chr1:41820968-41978720	lncRNA	+
ENSMUSG00000100178.2	Gm5267	chr1:42142449-42143493	processed_pseudogene	+
ENSMUSG00000101877.2	Gm8176	chr1:42218450-42219548	processed_pseudogene	-
ENSMUSG00000053640.3	Gm9915	chr1:42268886-42270268	lncRNA	+
ENSMUSG00000101919.2	Gm29664	chr1:42277393-42277855	lncRNA	-
ENSMUSG00000101299.3	Gm28175	chr1:42301015-42343572	lncRNA	+
ENSMUSG00000100180.2	Gm28140	chr1:42363750-42395097	lncRNA	-
ENSMUSG00000103106.2	Gm37047	chr1:42530973-42534823	TEC	+
ENSMUSG00000060424.15	Pantr1	chr1:42629942-42734002	lncRNA	-
ENSMUSG00000104199.2	4930420N18Rik	chr1:42690886-42691561	TEC	+
ENSMUSG00000045515.5	Pou3f3	chr1:42734085-42742336	protein_coding	+
ENSMUSG00000093436.7	Gm20646	chr1:42734085-42783951	lncRNA	+
ENSMUSG00000097063.4	Pantr2	chr1:42746221-42752614	lncRNA	-
ENSMUSG00000099784.2	Dalir	chr1:42789872-42792041	lncRNA	+
ENSMUSG00000060679.15	Mrps9	chr1:42890393-42944843	protein_coding	+
ENSMUSG00000077448.3	Gm23126	chr1:42905845-42905978	snoRNA	-
ENSMUSG00000041907.10	Gpr45	chr1:42992032-43074616	protein_coding	+
ENSMUSG00002075628.1	ENSMUSG00002075628	chr1:43076005-43076089	miRNA	+
ENSMUSG00000070939.10	Tgfbrap1	chr1:43086360-43137797	protein_coding	-
ENSMUSG00000100269.2	Gm28782	chr1:43095427-43096294	lncRNA	+
ENSMUSG00000041878.4	8430432A02Rik	chr1:43131748-43132995	lncRNA	+
ENSMUSG00000010290.8	AI597479	chr1:43137870-43155107	protein_coding	+
ENSMUSG00000008136.15	Fhl2	chr1:43162234-43236144	protein_coding	-
ENSMUSG00000094497.2	Gm8210	chr1:43228316-43228798	processed_pseudogene	+
ENSMUSG00000099576.2	Gm29040	chr1:43289316-43342085	lncRNA	-
ENSMUSG00000099694.2	Gm29610	chr1:43309843-43310295	processed_pseudogene	+
ENSMUSG00000101923.2	Gm29041	chr1:43448744-43449123	processed_pseudogene	+
ENSMUSG00000066877.12	Nck2	chr1:43483739-43609675	protein_coding	+
ENSMUSG00000103422.2	Gm37536	chr1:43527607-43530097	TEC	+
ENSMUSG00000103945.2	Gm38228	chr1:43599433-43600725	TEC	+
ENSMUSG00000026051.9	Ecrg4	chr1:43769762-43781738	protein_coding	+
ENSMUSG00000100764.2	Gm29155	chr1:43781121-43783055	lncRNA	-
ENSMUSG00000100635.2	Gm29157	chr1:43782075-43782686	lncRNA	+
ENSMUSG00000100480.2	Gm29156	chr1:43784944-43785442	lncRNA	-
ENSMUSG00000057363.13	Uxs1	chr1:43786126-43866960	protein_coding	-
ENSMUSG00000090243.2	Gm16103	chr1:43825070-43826348	processed_pseudogene	+
ENSMUSG00000100701.2	Gm19587	chr1:43927211-43927755	processed_pseudogene	+
ENSMUSG00000101395.2	Gm8241	chr1:43937454-43938269	processed_pseudogene	+
ENSMUSG00000088848.3	Gm26352	chr1:43942088-43942212	snoRNA	+
ENSMUSG00002075225.1	ENSMUSG00002075225	chr1:43957937-43958046	miRNA	-
ENSMUSG00000041763.15	Tpp2	chr1:43972807-44042160	protein_coding	+
ENSMUSG00000047343.5	Mettl21c	chr1:44048568-44059194	protein_coding	-
ENSMUSG00000090106.2	Gm15838	chr1:44057630-44057809	processed_pseudogene	-
ENSMUSG00000091844.3	Gm8251	chr1:44095032-44118906	protein_coding	-
ENSMUSG00000026049.12	Tex30	chr1:44125773-44141601	protein_coding	-
ENSMUSG00000101104.7	Gm29247	chr1:44130623-44149950	lncRNA	-
ENSMUSG00000026047.14	Poglut2	chr1:44145706-44157968	protein_coding	-
ENSMUSG00000041684.12	Bivm	chr1:44158117-44183930	protein_coding	+
ENSMUSG00000026048.17	Ercc5	chr1:44186904-44220420	protein_coding	+
ENSMUSG00000046828.4	Mettl21e	chr1:44243230-44258121	protein_coding	-
ENSMUSG00000089703.2	Gm15833	chr1:44251322-44252278	processed_pseudogene	+
